epoch,ts_ns,duty_a,duty_b,duty_c,config_id
7984,399100000,0.466143,0.258781,0.775076,2
7986,399200000,0.469891,0.256558,0.773550,2
7988,399300000,0.473645,0.254375,0.771981,2
7990,399400000,0.477402,0.252230,0.770369,2
7992,399500000,0.481163,0.250124,0.768714,2
7994,399600000,0.484927,0.248057,0.767016,2
7996,399700000,0.488693,0.246031,0.765277,2
7998,399800000,0.492461,0.244044,0.763495,2
8000,399900000,0.496230,0.242098,0.761672,2
8002,400000000,0.500000,0.240192,0.759808,2
8004,400100000,0.503770,0.238328,0.757902,2
8006,400200000,0.507539,0.236505,0.755956,2
8008,400300000,0.511307,0.234723,0.753969,2
8010,400400000,0.515073,0.232984,0.751943,2
8012,400500000,0.518837,0.231286,0.749876,2
8014,400600000,0.522598,0.229631,0.747770,2
8016,400700000,0.526355,0.228019,0.745625,2
8018,400800000,0.530109,0.226450,0.743442,2
8020,400900000,0.533857,0.224924,0.741219,2
8022,401000000,0.537600,0.223441,0.738959,2
8024,401100000,0.541337,0.222002,0.736661,2
8026,401200000,0.545068,0.220607,0.734325,2
8028,401300000,0.548791,0.219256,0.731953,2
8030,401400000,0.552507,0.217949,0.729544,2
8032,401500000,0.556214,0.216687,0.727099,2
8034,401600000,0.559913,0.215470,0.724617,2
8036,401700000,0.563602,0.214297,0.722101,2
8038,401800000,0.567281,0.213170,0.719549,2
8040,401900000,0.570950,0.212088,0.716962,2
8042,402000000,0.574607,0.211051,0.714342,2
8044,402100000,0.578252,0.210060,0.711687,2
8046,402200000,0.581886,0.209115,0.708999,2
8048,402300000,0.585506,0.208216,0.706278,2
8050,402400000,0.589112,0.207363,0.703525,2
8052,402500000,0.592705,0.206556,0.700739,2
8054,402600000,0.596283,0.205795,0.697922,2
8056,402700000,0.599846,0.205081,0.695073,2
8058,402800000,0.603393,0.204413,0.692194,2
8060,402900000,0.606924,0.203792,0.689284,2
8062,403000000,0.610437,0.203218,0.686344,2
8064,403100000,0.613934,0.202691,0.683375,2
8066,403200000,0.617412,0.202211,0.680377,2
8068,403300000,0.620872,0.201777,0.677351,2
8070,403400000,0.624313,0.201391,0.674296,2
8072,403500000,0.627734,0.201052,0.671214,2
8074,403600000,0.631135,0.200760,0.668105,2
8076,403700000,0.634515,0.200516,0.664969,2
8078,403800000,0.637874,0.200318,0.661808,2
8080,403900000,0.641211,0.200168,0.658620,2
8082,404000000,0.644526,0.200066,0.655408,2
8084,404100000,0.647818,0.200011,0.652171,2
8086,404200000,0.651087,0.200003,0.648910,2
8088,404300000,0.654332,0.200042,0.645626,2
8090,404400000,0.657552,0.200129,0.642319,2
8092,404500000,0.660748,0.200263,0.638989,2
8094,404600000,0.663918,0.200445,0.635637,2
8096,404700000,0.667063,0.200674,0.632264,2
8098,404800000,0.670181,0.200950,0.628870,2
8100,404900000,0.673272,0.201273,0.625455,2
8102,405000000,0.676336,0.201643,0.622021,2
8104,405100000,0.679371,0.202061,0.618567,2
8106,405200000,0.682379,0.202526,0.615095,2
8108,405300000,0.685358,0.203037,0.611605,2
8110,405400000,0.688307,0.203596,0.608097,2
8112,405500000,0.691227,0.204201,0.604572,2
8114,405600000,0.694117,0.204853,0.601030,2
8116,405700000,0.696976,0.205552,0.597472,2
8118,405800000,0.699804,0.206297,0.593899,2
8120,405900000,0.702600,0.207089,0.590312,2
8122,406000000,0.705364,0.207926,0.586710,2
8124,406100000,0.708096,0.208810,0.583094,2
8126,406200000,0.710795,0.209740,0.579465,2
8128,406300000,0.713461,0.210716,0.575823,2
8130,406400000,0.716093,0.211737,0.572170,2
8132,406500000,0.718691,0.212804,0.568505,2
8134,406600000,0.721254,0.213916,0.564830,2
8136,406700000,0.723782,0.215074,0.561144,2
8138,406800000,0.726275,0.216276,0.557448,2
8140,406900000,0.728733,0.217524,0.553744,2
8142,407000000,0.731154,0.218815,0.550031,2
8144,407100000,0.733539,0.220152,0.546310,2
8146,407200000,0.735887,0.221532,0.542581,2
8148,407300000,0.738197,0.222957,0.538846,2
8150,407400000,0.740470,0.224425,0.535105,2
8152,407500000,0.742705,0.225936,0.531359,2
8154,407600000,0.744902,0.227491,0.527607,2
8156,407700000,0.747060,0.229089,0.523851,2
8158,407800000,0.749179,0.230730,0.520091,2
8160,407900000,0.751258,0.232413,0.516328,2
8162,408000000,0.753298,0.234139,0.512563,2
8164,408100000,0.755298,0.235906,0.508795,2
8166,408200000,0.757258,0.237716,0.505026,2
8168,408300000,0.759177,0.239566,0.501257,2
8170,408400000,0.761055,0.241458,0.497487,2
8172,408500000,0.762892,0.243391,0.493717,2
8174,408600000,0.764687,0.245364,0.489949,2
8176,408700000,0.766441,0.247377,0.486182,2
8178,408800000,0.768152,0.249430,0.482417,2
8180,408900000,0.769822,0.251523,0.478655,2
8182,409000000,0.771448,0.253655,0.474897,2
8184,409100000,0.773032,0.255826,0.471142,2
8186,409200000,0.774572,0.258036,0.467392,2
8188,409300000,0.776070,0.260283,0.463647,2
8190,409400000,0.777523,0.262569,0.459908,2
8192,409500000,0.778933,0.264892,0.456175,2
8194,409600000,0.780299,0.267252,0.452449,2
8196,409700000,0.781620,0.269649,0.448731,2
8198,409800000,0.782897,0.272082,0.445020,2
8200,409900000,0.784129,0.274552,0.441319,2
8202,410000000,0.785317,0.277057,0.437626,2
8204,410100000,0.786459,0.279597,0.433944,2
8206,410200000,0.787557,0.282172,0.430272,2
8208,410300000,0.788608,0.284781,0.426611,2
8210,410400000,0.789614,0.287424,0.422961,2
8212,410500000,0.790575,0.290101,0.419324,2
8214,410600000,0.791490,0.292811,0.415699,2
8216,410700000,0.792358,0.295554,0.412088,2
8218,410800000,0.793180,0.298329,0.408491,2
8220,410900000,0.793957,0.301136,0.404908,2
8222,411000000,0.794686,0.303974,0.401340,2
8224,411100000,0.795369,0.306843,0.397788,2
8226,411200000,0.796006,0.309743,0.394251,2
8228,411300000,0.796596,0.312672,0.390732,2
8230,411400000,0.797138,0.315632,0.387230,2
8232,411500000,0.797634,0.318620,0.383745,2
8234,411600000,0.798083,0.321637,0.380279,2
8236,411700000,0.798485,0.324683,0.376832,2
8238,411800000,0.798840,0.327756,0.373404,2
8240,411900000,0.799148,0.330856,0.369997,2
8242,412000000,0.799408,0.333983,0.366609,2
8244,412100000,0.799621,0.337136,0.363243,2
8246,412200000,0.799787,0.340314,0.359899,2
8248,412300000,0.799905,0.343518,0.356576,2
8250,412400000,0.799976,0.346747,0.353277,2
8252,412500000,0.800000,0.350000,0.350000,2
8254,412600000,0.799976,0.353277,0.346747,2
8256,412700000,0.799905,0.356576,0.343518,2
8258,412800000,0.799787,0.359899,0.340314,2
8260,412900000,0.799621,0.363243,0.337136,2
8262,413000000,0.799408,0.366609,0.333983,2
8264,413100000,0.799148,0.369997,0.330856,2
8266,413200000,0.798840,0.373404,0.327756,2
8268,413300000,0.798485,0.376832,0.324683,2
8270,413400000,0.798083,0.380279,0.321637,2
8272,413500000,0.797634,0.383745,0.318620,2
8274,413600000,0.797138,0.387230,0.315632,2
8276,413700000,0.796596,0.390732,0.312672,2
8278,413800000,0.796006,0.394251,0.309743,2
8280,413900000,0.795369,0.397788,0.306843,2
8282,414000000,0.794686,0.401340,0.303974,2
8284,414100000,0.793957,0.404908,0.301136,2
8286,414200000,0.793180,0.408491,0.298329,2
8288,414300000,0.792358,0.412088,0.295554,2
8290,414400000,0.791490,0.415699,0.292811,2
8292,414500000,0.790575,0.419324,0.290101,2
8294,414600000,0.789614,0.422961,0.287424,2
8296,414700000,0.788608,0.426611,0.284781,2
8298,414800000,0.787557,0.430272,0.282172,2
8300,414900000,0.786459,0.433944,0.279597,2
8302,415000000,0.785317,0.437626,0.277057,2
8304,415100000,0.784129,0.441319,0.274552,2
8306,415200000,0.782897,0.445020,0.272082,2
8308,415300000,0.781620,0.448731,0.269649,2
8310,415400000,0.780299,0.452449,0.267252,2
8312,415500000,0.778933,0.456175,0.264892,2
8314,415600000,0.777523,0.459908,0.262569,2
8316,415700000,0.776070,0.463647,0.260283,2
8318,415800000,0.774572,0.467392,0.258036,2
8320,415900000,0.773032,0.471142,0.255826,2
8322,416000000,0.771448,0.474897,0.253655,2
8324,416100000,0.769822,0.478655,0.251523,2
8326,416200000,0.768152,0.482417,0.249430,2
8328,416300000,0.766441,0.486182,0.247377,2
8330,416400000,0.764687,0.489949,0.245364,2
8332,416500000,0.762892,0.493717,0.243391,2
8334,416600000,0.761055,0.497487,0.241458,2
8336,416700000,0.759177,0.501257,0.239566,2
8338,416800000,0.757258,0.505026,0.237716,2
8340,416900000,0.755298,0.508795,0.235906,2
8342,417000000,0.753298,0.512563,0.234139,2
8344,417100000,0.751258,0.516328,0.232413,2
8346,417200000,0.749179,0.520091,0.230730,2
8348,417300000,0.747060,0.523851,0.229089,2
8350,417400000,0.744902,0.527607,0.227491,2
8352,417500000,0.742705,0.531359,0.225936,2
8354,417600000,0.740470,0.535105,0.224425,2
8356,417700000,0.738197,0.538846,0.222957,2
8358,417800000,0.735887,0.542581,0.221532,2
8360,417900000,0.733539,0.546310,0.220152,2
8362,418000000,0.731154,0.550031,0.218815,2
8364,418100000,0.728733,0.553744,0.217524,2
8366,418200000,0.726275,0.557448,0.216276,2
8368,418300000,0.723782,0.561144,0.215074,2
8370,418400000,0.721254,0.564830,0.213916,2
8372,418500000,0.718691,0.568505,0.212804,2
8374,418600000,0.716093,0.572170,0.211737,2
8376,418700000,0.713461,0.575823,0.210716,2
8378,418800000,0.710795,0.579465,0.209740,2
8380,418900000,0.708096,0.583094,0.208810,2
8382,419000000,0.705364,0.586710,0.207926,2
8384,419100000,0.702600,0.590312,0.207089,2
8386,419200000,0.699804,0.593899,0.206297,2
8388,419300000,0.696976,0.597472,0.205552,2
8390,419400000,0.694117,0.601030,0.204853,2
8392,419500000,0.691227,0.604572,0.204201,2
8394,419600000,0.688307,0.608097,0.203596,2
8396,419700000,0.685358,0.611605,0.203037,2
8398,419800000,0.682379,0.615095,0.202526,2
8400,419900000,0.679371,0.618567,0.202061,2
8402,420000000,0.676336,0.622021,0.201643,2
8404,420100000,0.673272,0.625455,0.201273,2
8406,420200000,0.670181,0.628870,0.200950,2
8408,420300000,0.667063,0.632264,0.200674,2
8410,420400000,0.663918,0.635637,0.200445,2
8412,420500000,0.660748,0.638989,0.200263,2
8414,420600000,0.657552,0.642319,0.200129,2
8416,420700000,0.654332,0.645626,0.200042,2
8418,420800000,0.651087,0.648910,0.200003,2
8420,420900000,0.647818,0.652171,0.200011,2
8422,421000000,0.644526,0.655408,0.200066,2
8424,421100000,0.641211,0.658620,0.200168,2
8426,421200000,0.637874,0.661808,0.200318,2
8428,421300000,0.634515,0.664969,0.200516,2
8430,421400000,0.631135,0.668105,0.200760,2
8432,421500000,0.627734,0.671214,0.201052,2
8434,421600000,0.624313,0.674296,0.201391,2
8436,421700000,0.620872,0.677351,0.201777,2
8438,421800000,0.617412,0.680377,0.202211,2
8440,421900000,0.613934,0.683375,0.202691,2
8442,422000000,0.610437,0.686344,0.203218,2
8444,422100000,0.606924,0.689284,0.203792,2
8446,422200000,0.603393,0.692194,0.204413,2
8448,422300000,0.599846,0.695073,0.205081,2
8450,422400000,0.596283,0.697922,0.205795,2
8452,422500000,0.592705,0.700739,0.206556,2
8454,422600000,0.589112,0.703525,0.207363,2
8456,422700000,0.585506,0.706278,0.208216,2
8458,422800000,0.581886,0.708999,0.209115,2
8460,422900000,0.578252,0.711687,0.210060,2
8462,423000000,0.574607,0.714342,0.211051,2
8464,423100000,0.570950,0.716962,0.212088,2
8466,423200000,0.567281,0.719549,0.213170,2
8468,423300000,0.563602,0.722101,0.214297,2
8470,423400000,0.559913,0.724617,0.215470,2
8472,423500000,0.556214,0.727099,0.216687,2
8474,423600000,0.552507,0.729544,0.217949,2
8476,423700000,0.548791,0.731953,0.219256,2
8478,423800000,0.545068,0.734325,0.220607,2
8480,423900000,0.541337,0.736661,0.222002,2
8482,424000000,0.537600,0.738959,0.223441,2
8484,424100000,0.533857,0.741219,0.224924,2
8486,424200000,0.530109,0.743442,0.226450,2
8488,424300000,0.526355,0.745625,0.228019,2
8490,424400000,0.522598,0.747770,0.229631,2
8492,424500000,0.518837,0.749876,0.231286,2
8494,424600000,0.515073,0.751943,0.232984,2
8496,424700000,0.511307,0.753969,0.234723,2
8498,424800000,0.507539,0.755956,0.236505,2
8500,424900000,0.503770,0.757902,0.238328,2
8502,425000000,0.500000,0.759808,0.240192,2
8504,425100000,0.496230,0.761672,0.242098,2
8506,425200000,0.492461,0.763495,0.244044,2
8508,425300000,0.488693,0.765277,0.246031,2
8510,425400000,0.484927,0.767016,0.248057,2
8512,425500000,0.481163,0.768714,0.250124,2
8514,425600000,0.477402,0.770369,0.252230,2
8516,425700000,0.473645,0.771981,0.254375,2
8518,425800000,0.469891,0.773550,0.256558,2
8520,425900000,0.466143,0.775076,0.258781,2
8522,426000000,0.462400,0.776559,0.261041,2
8524,426100000,0.458663,0.777998,0.263339,2
8526,426200000,0.454932,0.779393,0.265675,2
8528,426300000,0.451209,0.780744,0.268047,2
8530,426400000,0.447493,0.782051,0.270456,2
8532,426500000,0.443786,0.783313,0.272901,2
8534,426600000,0.440087,0.784530,0.275383,2
8536,426700000,0.436398,0.785703,0.277899,2
8538,426800000,0.432719,0.786830,0.280451,2
8540,426900000,0.429050,0.787912,0.283038,2
8542,427000000,0.425393,0.788949,0.285658,2
8544,427100000,0.421748,0.789940,0.288313,2
8546,427200000,0.418114,0.790885,0.291001,2
8548,427300000,0.414494,0.791784,0.293722,2
8550,427400000,0.410888,0.792637,0.296475,2
8552,427500000,0.407295,0.793444,0.299261,2
8554,427600000,0.403717,0.794205,0.302078,2
8556,427700000,0.400154,0.794919,0.304927,2
8558,427800000,0.396607,0.795587,0.307806,2
8560,427900000,0.393076,0.796208,0.310716,2
8562,428000000,0.389563,0.796782,0.313656,2
8564,428100000,0.386066,0.797309,0.316625,2
8566,428200000,0.382588,0.797789,0.319623,2
8568,428300000,0.379128,0.798223,0.322649,2
8570,428400000,0.375687,0.798609,0.325704,2
8572,428500000,0.372266,0.798948,0.328786,2
8574,428600000,0.368865,0.799240,0.331895,2
8576,428700000,0.365485,0.799484,0.335031,2
8578,428800000,0.362126,0.799682,0.338192,2
8580,428900000,0.358789,0.799832,0.341380,2
8582,429000000,0.355474,0.799934,0.344592,2
8584,429100000,0.352182,0.799989,0.347829,2
8586,429200000,0.348913,0.799997,0.351090,2
8588,429300000,0.345668,0.799958,0.354374,2
8590,429400000,0.342448,0.799871,0.357681,2
8592,429500000,0.339252,0.799737,0.361011,2
8594,429600000,0.336082,0.799555,0.364363,2
8596,429700000,0.332937,0.799326,0.367736,2
8598,429800000,0.329819,0.799050,0.371130,2
8600,429900000,0.326728,0.798727,0.374545,2
8602,430000000,0.323664,0.798357,0.377979,2
8604,430100000,0.320629,0.797939,0.381433,2
8606,430200000,0.317621,0.797474,0.384905,2
8608,430300000,0.314642,0.796963,0.388395,2
8610,430400000,0.311693,0.796404,0.391903,2
8612,430500000,0.308773,0.795799,0.395428,2
8614,430600000,0.305883,0.795147,0.398970,2
8616,430700000,0.303024,0.794448,0.402528,2
8618,430800000,0.300196,0.793703,0.406101,2
8620,430900000,0.297400,0.792911,0.409688,2
8622,431000000,0.294636,0.792074,0.413290,2
8624,431100000,0.291904,0.791190,0.416906,2
8626,431200000,0.289205,0.790260,0.420535,2
8628,431300000,0.286539,0.789284,0.424177,2
8630,431400000,0.283907,0.788263,0.427830,2
8632,431500000,0.281309,0.787196,0.431495,2
8634,431600000,0.278746,0.786084,0.435170,2
8636,431700000,0.276218,0.784926,0.438856,2
8638,431800000,0.273725,0.783724,0.442552,2
8640,431900000,0.271267,0.782476,0.446256,2
8642,432000000,0.268846,0.781185,0.449969,2
8644,432100000,0.266461,0.779848,0.453690,2
8646,432200000,0.264113,0.778468,0.457419,2
8648,432300000,0.261803,0.777043,0.461154,2
8650,432400000,0.259530,0.775575,0.464895,2
8652,432500000,0.257295,0.774064,0.468641,2
8654,432600000,0.255098,0.772509,0.472393,2
8656,432700000,0.252940,0.770911,0.476149,2
8658,432800000,0.250821,0.769270,0.479909,2
8660,432900000,0.248742,0.767587,0.483672,2
8662,433000000,0.246702,0.765861,0.487437,2
8664,433100000,0.244702,0.764094,0.491205,2
8666,433200000,0.242742,0.762284,0.494974,2
8668,433300000,0.240823,0.760434,0.498743,2
8670,433400000,0.238945,0.758542,0.502513,2
8672,433500000,0.237108,0.756609,0.506283,2
8674,433600000,0.235313,0.754636,0.510051,2
8676,433700000,0.233559,0.752623,0.513818,2
8678,433800000,0.231848,0.750570,0.517583,2
8680,433900000,0.230178,0.748477,0.521345,2
8682,434000000,0.228552,0.746345,0.525103,2
8684,434100000,0.226968,0.744174,0.528858,2
8686,434200000,0.225428,0.741964,0.532608,2
8688,434300000,0.223930,0.739717,0.536353,2
8690,434400000,0.222477,0.737431,0.540092,2
8692,434500000,0.221067,0.735108,0.543825,2
8694,434600000,0.219701,0.732748,0.547551,2
8696,434700000,0.218380,0.730351,0.551269,2
8698,434800000,0.217103,0.727918,0.554980,2
8700,434900000,0.215871,0.725448,0.558681,2
8702,435000000,0.214683,0.722943,0.562374,2
8704,435100000,0.213541,0.720403,0.566056,2
8706,435200000,0.212443,0.717828,0.569728,2
8708,435300000,0.211392,0.715219,0.573389,2
8710,435400000,0.210386,0.712576,0.577039,2
8712,435500000,0.209425,0.709899,0.580676,2
8714,435600000,0.208510,0.707189,0.584301,2
8716,435700000,0.207642,0.704446,0.587912,2
8718,435800000,0.206820,0.701671,0.591509,2
8720,435900000,0.206043,0.698864,0.595092,2
8722,436000000,0.205314,0.696026,0.598660,2
8724,436100000,0.204631,0.693157,0.602212,2
8726,436200000,0.203994,0.690257,0.605749,2
8728,436300000,0.203404,0.687328,0.609268,2
8730,436400000,0.202862,0.684368,0.612770,2
8732,436500000,0.202366,0.681380,0.616255,2
8734,436600000,0.201917,0.678363,0.619721,2
8736,436700000,0.201515,0.675317,0.623168,2
8738,436800000,0.201160,0.672244,0.626596,2
8740,436900000,0.200852,0.669144,0.630003,2
8742,437000000,0.200592,0.666017,0.633391,2
8744,437100000,0.200379,0.662864,0.636757,2
8746,437200000,0.200213,0.659686,0.640101,2
8748,437300000,0.200095,0.656482,0.643424,2
8750,437400000,0.200024,0.653253,0.646723,2
8752,437500000,0.200000,0.650000,0.650000,2
8754,437600000,0.200024,0.646723,0.653253,2
8756,437700000,0.200095,0.643424,0.656482,2
8758,437800000,0.200213,0.640101,0.659686,2
8760,437900000,0.200379,0.636757,0.662864,2
8762,438000000,0.200592,0.633391,0.666017,2
8764,438100000,0.200852,0.630003,0.669144,2
8766,438200000,0.201160,0.626596,0.672244,2
8768,438300000,0.201515,0.623168,0.675317,2
8770,438400000,0.201917,0.619721,0.678363,2
8772,438500000,0.202366,0.616255,0.681380,2
8774,438600000,0.202862,0.612770,0.684368,2
8776,438700000,0.203404,0.609268,0.687328,2
8778,438800000,0.203994,0.605749,0.690257,2
8780,438900000,0.204631,0.602212,0.693157,2
8782,439000000,0.205314,0.598660,0.696026,2
8784,439100000,0.206043,0.595092,0.698864,2
8786,439200000,0.206820,0.591509,0.701671,2
8788,439300000,0.207642,0.587912,0.704446,2
8790,439400000,0.208510,0.584301,0.707189,2
8792,439500000,0.209425,0.580676,0.709899,2
8794,439600000,0.210386,0.577039,0.712576,2
8796,439700000,0.211392,0.573389,0.715219,2
8798,439800000,0.212443,0.569728,0.717828,2
8800,439900000,0.213541,0.566056,0.720403,2
8802,440000000,0.214683,0.562374,0.722943,2
8804,440100000,0.215871,0.558681,0.725448,2
8806,440200000,0.217103,0.554980,0.727918,2
8808,440300000,0.218380,0.551269,0.730351,2
8810,440400000,0.219701,0.547551,0.732748,2
8812,440500000,0.221067,0.543825,0.735108,2
8814,440600000,0.222477,0.540092,0.737431,2
8816,440700000,0.223930,0.536353,0.739717,2
8818,440800000,0.225428,0.532608,0.741964,2
8820,440900000,0.226968,0.528858,0.744174,2
8822,441000000,0.228552,0.525103,0.746345,2
8824,441100000,0.230178,0.521345,0.748477,2
8826,441200000,0.231848,0.517583,0.750570,2
8828,441300000,0.233559,0.513818,0.752623,2
8830,441400000,0.235313,0.510051,0.754636,2
8832,441500000,0.237108,0.506283,0.756609,2
8834,441600000,0.238945,0.502513,0.758542,2
8836,441700000,0.240823,0.498743,0.760434,2
8838,441800000,0.242742,0.494974,0.762284,2
8840,441900000,0.244702,0.491205,0.764094,2
8842,442000000,0.246702,0.487437,0.765861,2
8844,442100000,0.248742,0.483672,0.767587,2
8846,442200000,0.250821,0.479909,0.769270,2
8848,442300000,0.252940,0.476149,0.770911,2
8850,442400000,0.255098,0.472393,0.772509,2
8852,442500000,0.257295,0.468641,0.774064,2
8854,442600000,0.259530,0.464895,0.775575,2
8856,442700000,0.261803,0.461154,0.777043,2
8858,442800000,0.264113,0.457419,0.778468,2
8860,442900000,0.266461,0.453690,0.779848,2
8862,443000000,0.268846,0.449969,0.781185,2
8864,443100000,0.271267,0.446256,0.782476,2
8866,443200000,0.273725,0.442552,0.783724,2
8868,443300000,0.276218,0.438856,0.784926,2
8870,443400000,0.278746,0.435170,0.786084,2
8872,443500000,0.281309,0.431495,0.787196,2
8874,443600000,0.283907,0.427830,0.788263,2
8876,443700000,0.286539,0.424177,0.789284,2
8878,443800000,0.289205,0.420535,0.790260,2
8880,443900000,0.291904,0.416906,0.791190,2
8882,444000000,0.294636,0.413290,0.792074,2
8884,444100000,0.297400,0.409688,0.792911,2
8886,444200000,0.300196,0.406101,0.793703,2
8888,444300000,0.303024,0.402528,0.794448,2
8890,444400000,0.305883,0.398970,0.795147,2
8892,444500000,0.308773,0.395428,0.795799,2
8894,444600000,0.311693,0.391903,0.796404,2
8896,444700000,0.314642,0.388395,0.796963,2
8898,444800000,0.317621,0.384905,0.797474,2
8900,444900000,0.320629,0.381433,0.797939,2
8902,445000000,0.323664,0.377979,0.798357,2
8904,445100000,0.326728,0.374545,0.798727,2
8906,445200000,0.329819,0.371130,0.799050,2
8908,445300000,0.332937,0.367736,0.799326,2
8910,445400000,0.336082,0.364363,0.799555,2
8912,445500000,0.339252,0.361011,0.799737,2
8914,445600000,0.342448,0.357681,0.799871,2
8916,445700000,0.345668,0.354374,0.799958,2
8918,445800000,0.348913,0.351090,0.799997,2
8920,445900000,0.352182,0.347829,0.799989,2
8922,446000000,0.355474,0.344592,0.799934,2
8924,446100000,0.358789,0.341380,0.799832,2
8926,446200000,0.362126,0.338192,0.799682,2
8928,446300000,0.365485,0.335031,0.799484,2
8930,446400000,0.368865,0.331895,0.799240,2
8932,446500000,0.372266,0.328786,0.798948,2
8934,446600000,0.375687,0.325704,0.798609,2
8936,446700000,0.379128,0.322649,0.798223,2
8938,446800000,0.382588,0.319623,0.797789,2
8940,446900000,0.386066,0.316625,0.797309,2
8942,447000000,0.389563,0.313656,0.796782,2
8944,447100000,0.393076,0.310716,0.796208,2
8946,447200000,0.396607,0.307806,0.795587,2
8948,447300000,0.400154,0.304927,0.794919,2
8950,447400000,0.403717,0.302078,0.794205,2
8952,447500000,0.407295,0.299261,0.793444,2
8954,447600000,0.410888,0.296475,0.792637,2
8956,447700000,0.414494,0.293722,0.791784,2
8958,447800000,0.418114,0.291001,0.790885,2
8960,447900000,0.421748,0.288313,0.789940,2
8962,448000000,0.425393,0.285658,0.788949,2
8964,448100000,0.429050,0.283038,0.787912,2
8966,448200000,0.432719,0.280451,0.786830,2
8968,448300000,0.436398,0.277899,0.785703,2
8970,448400000,0.440087,0.275383,0.784530,2
8972,448500000,0.443786,0.272901,0.783313,2
8974,448600000,0.447493,0.270456,0.782051,2
8976,448700000,0.451209,0.268047,0.780744,2
8978,448800000,0.454932,0.265675,0.779393,2
8980,448900000,0.458663,0.263339,0.777998,2
8982,449000000,0.462400,0.261041,0.776559,2
8984,449100000,0.466143,0.258781,0.775076,2
8986,449200000,0.469891,0.256558,0.773550,2
8988,449300000,0.473645,0.254375,0.771981,2
8990,449400000,0.477402,0.252230,0.770369,2
8992,449500000,0.481163,0.250124,0.768714,2
8994,449600000,0.484927,0.248057,0.767016,2
8996,449700000,0.488693,0.246031,0.765277,2
8998,449800000,0.492461,0.244044,0.763495,2
9000,449900000,0.496230,0.242098,0.761672,2
9002,450000000,0.500000,0.240192,0.759808,2
9004,450100000,0.503770,0.238328,0.757902,2
9006,450200000,0.507539,0.236505,0.755956,2
9008,450300000,0.511307,0.234723,0.753969,2
9010,450400000,0.515073,0.232984,0.751943,2
9012,450500000,0.518837,0.231286,0.749876,2
9014,450600000,0.522598,0.229631,0.747770,2
9016,450700000,0.526355,0.228019,0.745625,2
9018,450800000,0.530109,0.226450,0.743442,2
9020,450900000,0.533857,0.224924,0.741219,2
9022,451000000,0.537600,0.223441,0.738959,2
9024,451100000,0.541337,0.222002,0.736661,2
9026,451200000,0.545068,0.220607,0.734325,2
9028,451300000,0.548791,0.219256,0.731953,2
9030,451400000,0.552507,0.217949,0.729544,2
9032,451500000,0.556214,0.216687,0.727099,2
9034,451600000,0.559913,0.215470,0.724617,2
9036,451700000,0.563602,0.214297,0.722101,2
9038,451800000,0.567281,0.213170,0.719549,2
9040,451900000,0.570950,0.212088,0.716962,2
9042,452000000,0.574607,0.211051,0.714342,2
9044,452100000,0.578252,0.210060,0.711687,2
9046,452200000,0.581886,0.209115,0.708999,2
9048,452300000,0.585506,0.208216,0.706278,2
9050,452400000,0.589112,0.207363,0.703525,2
9052,452500000,0.592705,0.206556,0.700739,2
9054,452600000,0.596283,0.205795,0.697922,2
9056,452700000,0.599846,0.205081,0.695073,2
9058,452800000,0.603393,0.204413,0.692194,2
9060,452900000,0.606924,0.203792,0.689284,2
9062,453000000,0.610437,0.203218,0.686344,2
9064,453100000,0.613934,0.202691,0.683375,2
9066,453200000,0.617412,0.202211,0.680377,2
9068,453300000,0.620872,0.201777,0.677351,2
9070,453400000,0.624313,0.201391,0.674296,2
9072,453500000,0.627734,0.201052,0.671214,2
9074,453600000,0.631135,0.200760,0.668105,2
9076,453700000,0.634515,0.200516,0.664969,2
9078,453800000,0.637874,0.200318,0.661808,2
9080,453900000,0.641211,0.200168,0.658620,2
9082,454000000,0.644526,0.200066,0.655408,2
9084,454100000,0.647818,0.200011,0.652171,2
9086,454200000,0.651087,0.200003,0.648910,2
9088,454300000,0.654332,0.200042,0.645626,2
9090,454400000,0.657552,0.200129,0.642319,2
9092,454500000,0.660748,0.200263,0.638989,2
9094,454600000,0.663918,0.200445,0.635637,2
9096,454700000,0.667063,0.200674,0.632264,2
9098,454800000,0.670181,0.200950,0.628870,2
9100,454900000,0.673272,0.201273,0.625455,2
9102,455000000,0.676336,0.201643,0.622021,2
9104,455100000,0.679371,0.202061,0.618567,2
9106,455200000,0.682379,0.202526,0.615095,2
9108,455300000,0.685358,0.203037,0.611605,2
9110,455400000,0.688307,0.203596,0.608097,2
9112,455500000,0.691227,0.204201,0.604572,2
9114,455600000,0.694117,0.204853,0.601030,2
9116,455700000,0.696976,0.205552,0.597472,2
9118,455800000,0.699804,0.206297,0.593899,2
9120,455900000,0.702600,0.207089,0.590312,2
9122,456000000,0.705364,0.207926,0.586710,2
9124,456100000,0.708096,0.208810,0.583094,2
9126,456200000,0.710795,0.209740,0.579465,2
9128,456300000,0.713461,0.210716,0.575823,2
9130,456400000,0.716093,0.211737,0.572170,2
9132,456500000,0.718691,0.212804,0.568505,2
9134,456600000,0.721254,0.213916,0.564830,2
9136,456700000,0.723782,0.215074,0.561144,2
9138,456800000,0.726275,0.216276,0.557448,2
9140,456900000,0.728733,0.217524,0.553744,2
9142,457000000,0.731154,0.218815,0.550031,2
9144,457100000,0.733539,0.220152,0.546310,2
9146,457200000,0.735887,0.221532,0.542581,2
